command_id	start_utc	end_utc	exit_status	cwd	command	stdout_sha256	stderr_sha256	meta_path
0060	2026-07-23T10:49:28Z	2026-07-23T10:50:37Z	0	data/external/original-workspace/revgate-task-b-grade-histology	experiments/taskB_grade_histology/phase2_execution_cycle6/trace_exec.sh experiments/taskB_grade_histology/phase2_execution_cycle6/POSTSEAL_RUN2_OPEN_TRACE.log experiments/taskB_grade_histology/phase2_execution_cycle6/POSTSEAL_RUN2.stdout experiments/taskB_grade_histology/phase2_execution_cycle6/POSTSEAL_RUN2.stderr /usr/bin/bwrap --unshare-net --ro-bind / / --dev /dev --proc /proc --tmpfs /tmp --bind data/external/original-workspace/revgate-task-b-grade-histology/experiments/taskB_grade_histology/phase2_execution_cycle6 data/external/original-workspace/revgate-task-b-grade-histology/experiments/taskB_grade_histology/phase2_execution_cycle6 /usr/bin/env -i PYTHONHASHSEED=0 OPENBLAS_NUM_THREADS=1 OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 /usr/bin/python3 data/external/original-workspace/revgate-task-b-grade-histology/experiments/taskB_grade_histology/phase2_execution_cycle6/run_phase2.py --config data/external/original-workspace/revgate-task-b-grade-histology/experiments/taskB_grade_histology/phase2_execution_cycle6/EXECUTION_CONFIG.json --output data/external/original-workspace/revgate-task-b-grade-histology/experiments/taskB_grade_histology/phase2_execution_cycle6/run2 --bootstrap 2000 --permutations 2000	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0060.meta
0061	2026-07-23T10:50:40Z	2026-07-23T10:50:40Z	0	data/external/original-workspace/revgate-task-b-grade-histology	sed -n 1\,80p experiments/taskB_grade_histology/phase2_execution_cycle6/POSTSEAL_RUN2.stdout	37ed14b8b73abb37bab563c7e0ef70115fe918f06f0af24e4d55f400b2642cd4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0061.meta
0062	2026-07-23T10:50:46Z	2026-07-23T10:50:46Z	0	data/external/original-workspace/revgate-task-b-grade-histology	wc -c experiments/taskB_grade_histology/phase2_execution_cycle6/POSTSEAL_RUN2.stderr	fbb23ba329d56f442b0ea0b5cba8177997cac07ade51005eb73e5a11e41220c1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0062.meta
0063	2026-07-23T10:50:51Z	2026-07-23T10:50:51Z	0	data/external/original-workspace/revgate-task-b-grade-histology	diff -qr experiments/taskB_grade_histology/phase2_execution_cycle6/run1 experiments/taskB_grade_histology/phase2_execution_cycle6/run2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0063.meta
0064	2026-07-23T10:51:17Z	2026-07-23T10:51:17Z	0	data/external/original-workspace/revgate-task-b-grade-histology	sha256sum experiments/taskB_grade_histology/phase2_execution_cycle6/run1/ANALYTICAL_REPORT.md experiments/taskB_grade_histology/phase2_execution_cycle6/run1/CLINICAL_DISTRIBUTIONS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run1/COHORT_COUNTS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run1/INFLUENCE_RECORDS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run1/INPUT_ACCESS_INVENTORY.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run1/MANUSCRIPT_READY_SENSITIVITY_TABLE.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run1/MATCHED_DECOMPOSITIONS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run1/MISSINGNESS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run1/MODEL_DIAGNOSTICS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run1/MODEL_RESULTS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run1/PROPOSED_WORDING.md experiments/taskB_grade_histology/phase2_execution_cycle6/run1/SCIENTIFIC_RESULTS.json experiments/taskB_grade_histology/phase2_execution_cycle6/run1/SIX_TARGET_APPENDIX.tsv	e4b1b55bd8d7bceb69007973b5de6aa4eca1e396d393bff96a98ec28d4f8d8e1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0064.meta
0065	2026-07-23T10:51:28Z	2026-07-23T10:51:28Z	0	data/external/original-workspace/revgate-task-b-grade-histology	sha256sum experiments/taskB_grade_histology/phase2_execution_cycle6/run2/ANALYTICAL_REPORT.md experiments/taskB_grade_histology/phase2_execution_cycle6/run2/CLINICAL_DISTRIBUTIONS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run2/COHORT_COUNTS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run2/INFLUENCE_RECORDS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run2/INPUT_ACCESS_INVENTORY.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run2/MANUSCRIPT_READY_SENSITIVITY_TABLE.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run2/MATCHED_DECOMPOSITIONS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run2/MISSINGNESS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run2/MODEL_DIAGNOSTICS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run2/MODEL_RESULTS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run2/PROPOSED_WORDING.md experiments/taskB_grade_histology/phase2_execution_cycle6/run2/SCIENTIFIC_RESULTS.json experiments/taskB_grade_histology/phase2_execution_cycle6/run2/SIX_TARGET_APPENDIX.tsv	6653b303e9a31ee83d5c3b7eb372de0d60467f389f7c23fd9ec77d91f9a4ec75	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0065.meta
0066	2026-07-23T10:51:36Z	2026-07-23T10:51:36Z	0	data/external/original-workspace/revgate-task-b-grade-histology	chmod 0444 experiments/taskB_grade_histology/phase2_execution_cycle6/run1/ANALYTICAL_REPORT.md experiments/taskB_grade_histology/phase2_execution_cycle6/run1/CLINICAL_DISTRIBUTIONS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run1/COHORT_COUNTS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run1/INFLUENCE_RECORDS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run1/INPUT_ACCESS_INVENTORY.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run1/MANUSCRIPT_READY_SENSITIVITY_TABLE.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run1/MATCHED_DECOMPOSITIONS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run1/MISSINGNESS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run1/MODEL_DIAGNOSTICS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run1/MODEL_RESULTS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run1/PROPOSED_WORDING.md experiments/taskB_grade_histology/phase2_execution_cycle6/run1/SCIENTIFIC_RESULTS.json experiments/taskB_grade_histology/phase2_execution_cycle6/run1/SIX_TARGET_APPENDIX.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run2/ANALYTICAL_REPORT.md experiments/taskB_grade_histology/phase2_execution_cycle6/run2/CLINICAL_DISTRIBUTIONS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run2/COHORT_COUNTS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run2/INFLUENCE_RECORDS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run2/INPUT_ACCESS_INVENTORY.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run2/MANUSCRIPT_READY_SENSITIVITY_TABLE.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run2/MATCHED_DECOMPOSITIONS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run2/MISSINGNESS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run2/MODEL_DIAGNOSTICS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run2/MODEL_RESULTS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run2/PROPOSED_WORDING.md experiments/taskB_grade_histology/phase2_execution_cycle6/run2/SCIENTIFIC_RESULTS.json experiments/taskB_grade_histology/phase2_execution_cycle6/run2/SIX_TARGET_APPENDIX.tsv	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0066.meta
0067	2026-07-23T10:51:40Z	2026-07-23T10:51:40Z	0	data/external/original-workspace/revgate-task-b-grade-histology	chmod 0555 experiments/taskB_grade_histology/phase2_execution_cycle6/run1 experiments/taskB_grade_histology/phase2_execution_cycle6/run2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0067.meta
0068	2026-07-23T10:51:48Z	2026-07-23T10:51:48Z	0	data/external/original-workspace/revgate-task-b-grade-histology	find data/external/original-workspace/task028-freeze-b-draft -maxdepth 4 -type f -path \*result\* -printf %p\\n	c242d54ed87875352e24d4876668f8cc02cbf07bd137fd441123ed5ab41a16b5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0068.meta
0069	2026-07-23T10:51:59Z	2026-07-23T10:51:59Z	0	data/external/original-workspace/revgate-task-b-grade-histology	sha256sum data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/primary_results.tsv	9caa1b55fa53678b0452494888fe5b42ac899afbc9993d71a0bdd01242ac674d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0069.meta
0070	2026-07-23T10:52:04Z	2026-07-23T10:52:04Z	0	data/external/original-workspace/revgate-task-b-grade-histology	sed -n 1p data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/primary_results.tsv	8052d9ad8e450711b6044cb1247622c2d85bb01359d5c6d2a30e4b977a4265b9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0070.meta
0071	2026-07-23T10:52:10Z	2026-07-23T10:52:10Z	0	data/external/original-workspace/revgate-task-b-grade-histology	"awk -F \\t NR==1\ \|\|\ \(\(\$1==\""M3primary__GATA2\""\ \|\|\ \$1==\""M3primary__SOX9\""\)\ \&\&\ \$12==\""C2\""\) data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/primary_results.tsv"	8052d9ad8e450711b6044cb1247622c2d85bb01359d5c6d2a30e4b977a4265b9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0071.meta
0072	2026-07-23T10:52:18Z	2026-07-23T10:52:18Z	0	data/external/original-workspace/revgate-task-b-grade-histology	awk -F \\t NR==1\ \|\|\ \$1\ ~\ /\(GATA2\|SOX9\)/ data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/primary_results.tsv	0efb15b0518af2460580520fdb5511bd513a6273c7bbd2cbefdf617fd22465ba	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0072.meta
0073	2026-07-23T10:52:28Z	2026-07-23T10:52:28Z	0	data/external/original-workspace/revgate-task-b-grade-histology	"awk -F \\t NR==1\ \|\|\ \(\(\$1==\""M3_GATA2\""\ \|\|\ \$1==\""M3_SOX9\""\)\ \&\&\ \$12==\""C2\""\) data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/primary_results.tsv"	35bc8c5de712e64e157352fe29a0065b716954d37cd0fdf66b498835bdcac29c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0073.meta
0074	2026-07-23T10:52:34Z	2026-07-23T10:52:34Z	0	data/external/original-workspace/revgate-task-b-grade-histology	find data/external/original-workspace -maxdepth 1 -type d -name task030-\* -printf %p\\n	3f66a403a2c932a3a0b112afd5dc4f13a7629359a6143d0c7a5b3b7a46d3da4b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0074.meta
0075	2026-07-23T10:52:39Z	2026-07-23T10:52:39Z	0	data/external/original-workspace/revgate-task-b-grade-histology	find data/external/original-workspace/task030-tcga-nopurity-audit-cycle2 -maxdepth 4 -type f -printf %p\\n	2583be369eb718cdb85affe14d56a4e049a599ab20698d5937eabd028f9e5931	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0075.meta
0076	2026-07-23T10:52:43Z	2026-07-23T10:52:43Z	0	data/external/original-workspace/revgate-task-b-grade-histology	find data/external/original-workspace/task030-tcga-nopurity-audit -maxdepth 4 -type f -printf %p\\n	972a6cc16ad9cf44274e4b87962137c8069b5e43562ba95840c49a33d6c9e69d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0076.meta
0077	2026-07-23T10:52:48Z	2026-07-23T10:52:48Z	0	data/external/original-workspace/revgate-task-b-grade-histology	sha256sum data/external/original-workspace/task030-tcga-nopurity-audit/results/tcga_primary_vs_nopurity_per_target.tsv	d3fa2725a1a0e4739a23101c11e9185d52d20b4166ed8154be1770ae8c563bdf	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0077.meta
0078	2026-07-23T10:52:54Z	2026-07-23T10:52:54Z	0	data/external/original-workspace/revgate-task-b-grade-histology	sed -n 1p data/external/original-workspace/task030-tcga-nopurity-audit/results/tcga_primary_vs_nopurity_per_target.tsv	b279c3e53610942952f26122b2cc01b6489a7c054c96a7e4664437e3d14bd2c1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0078.meta
0079	2026-07-23T10:53:00Z	2026-07-23T10:53:00Z	0	data/external/original-workspace/revgate-task-b-grade-histology	"awk -F \\t NR==1\ \|\|\ \(\(\$1==\""GATA2\""\ \|\|\ \$1==\""SOX9\""\)\ \&\&\ \$2==\""C2\""\) data/external/original-workspace/task030-tcga-nopurity-audit/results/tcga_primary_vs_nopurity_per_target.tsv"	242803dfc24fb639805fe125d2727486e15c92e85cdde7e367080db6a0f882b9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0079.meta
0080	2026-07-23T10:53:15Z	2026-07-23T10:53:15Z	0	data/external/original-workspace/revgate-task-b-grade-histology	"awk -F \\t NR==1\ \|\|\ \(\$3==\""full_base\""\ \&\&\ \(\$5==\""GATA2\""\ \|\|\ \$5==\""SOX9\""\)\) experiments/taskB_grade_histology/phase2_execution_cycle6/run1/MODEL_RESULTS.tsv"	d7751de3173aeaec484adc41602051af0ec336316d72bfe3795f208069aacef9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0080.meta
0081	2026-07-23T10:53:26Z	2026-07-23T10:53:26Z	0	data/external/original-workspace/revgate-task-b-grade-histology	"awk -F \\t NR==1\ \|\|\ \(\(\$1==\""M3_GATA2\""\ \|\|\ \$1==\""M3_SOX9\""\ \|\|\ \$1==\""M3_HOXA9\""\ \|\|\ \$1==\""M3_WT1\""\ \|\|\ \$1==\""M3_PAX8\""\ \|\|\ \$1==\""M3_LHX1\""\)\ \&\&\ \$12==\""C2\""\) data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/primary_results.tsv"	d8e395af33c5c120b60a25e589c00515a0121b9bfa78aad27349ede613b195c5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0081.meta
0082	2026-07-23T10:53:36Z	2026-07-23T10:53:37Z	0	data/external/original-workspace/revgate-task-b-grade-histology	"awk -F \\t NR==1\ \|\|\ \(\(\$1==\""GATA2\""\ \|\|\ \$1==\""SOX9\""\ \|\|\ \$1==\""HOXA9\""\ \|\|\ \$1==\""WT1\""\ \|\|\ \$1==\""PAX8\""\ \|\|\ \$1==\""LHX1\""\)\ \&\&\ \$2==\""C2\""\) data/external/original-workspace/task030-tcga-nopurity-audit/results/tcga_primary_vs_nopurity_per_target.tsv"	6bbd79589eaa6bf727d84a3ba9e32f94627f90053c69ae221e18a65506dcf385	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0082.meta
0083	2026-07-23T10:53:48Z	2026-07-23T10:53:48Z	0	data/external/original-workspace/revgate-task-b-grade-histology	sha256sum data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/sensitivity_SENS_nopurity.tsv	742bd165d22d3b931dbbb534f7b224c15e93894e09b77a1a0955dd47cac402e3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0083.meta
0084	2026-07-23T10:53:55Z	2026-07-23T10:53:55Z	0	data/external/original-workspace/revgate-task-b-grade-histology	sed -n 1p data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/sensitivity_SENS_nopurity.tsv	cb1afbec22b99018253dc6fe6b82267d95ffe62bb8b81b7424c3aaf8faa5c8ee	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0084.meta
0085	2026-07-23T10:54:04Z	2026-07-23T10:54:04Z	0	data/external/original-workspace/revgate-task-b-grade-histology	"awk -F \\t NR==1\ \|\|\ \(\(\$1==\""M3_GATA2\""\ \|\|\ \$1==\""M3_SOX9\""\ \|\|\ \$1==\""M3_HOXA9\""\ \|\|\ \$1==\""M3_WT1\""\ \|\|\ \$1==\""M3_PAX8\""\ \|\|\ \$1==\""M3_LHX1\""\)\ \&\&\ \$3==\""C2\""\) data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/sensitivity_SENS_nopurity.tsv"	3a9fb403ae90492f684cdbb2a178e50ea40680c0e0bb42e1b8be0d0e8f456375	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0085.meta
0086	2026-07-23T10:54:16Z	2026-07-23T10:54:16Z	0	data/external/original-workspace/revgate-task-b-grade-histology	sha256sum data/external/original-workspace/task030-tcga-nopurity-audit-cycle2/reviewer/independent/independent_all_point_rows.tsv	e368e0aade32be5ad3741f24fb513149041f3e7d4ac4e56ce205c158b4bb9c8c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0086.meta
0087	2026-07-23T10:54:20Z	2026-07-23T10:54:20Z	0	data/external/original-workspace/revgate-task-b-grade-histology	sed -n 1p data/external/original-workspace/task030-tcga-nopurity-audit-cycle2/reviewer/independent/independent_all_point_rows.tsv	d219d4458dc10336991bedccd903504509a9084c80a1485fec9ab2f97c29468e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0087.meta
0088	2026-07-23T10:55:25Z	2026-07-23T10:55:25Z	0	data/external/original-workspace/revgate-task-b-grade-histology	experiments/taskB_grade_histology/phase2_execution_cycle6/trace_exec.sh experiments/taskB_grade_histology/phase2_execution_cycle6/UPSTREAM_RECONCILIATION_OPEN_TRACE.log experiments/taskB_grade_histology/phase2_execution_cycle6/UPSTREAM_RECONCILIATION.stdout experiments/taskB_grade_histology/phase2_execution_cycle6/UPSTREAM_RECONCILIATION.stderr /usr/bin/bwrap --unshare-net --ro-bind / / --dev /dev --proc /proc --tmpfs /tmp --bind data/external/original-workspace/revgate-task-b-grade-histology/experiments/taskB_grade_histology/phase2_execution_cycle6 data/external/original-workspace/revgate-task-b-grade-histology/experiments/taskB_grade_histology/phase2_execution_cycle6 /usr/bin/env -i PYTHONHASHSEED=0 /usr/bin/python3 data/external/original-workspace/revgate-task-b-grade-histology/experiments/taskB_grade_histology/phase2_execution_cycle6/reconcile_upstream.py	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0088.meta
0089	2026-07-23T10:55:32Z	2026-07-23T10:55:32Z	0	data/external/original-workspace/revgate-task-b-grade-histology	sed -n 1\,120p experiments/taskB_grade_histology/phase2_execution_cycle6/UPSTREAM_RECONCILIATION.stdout	710e2328c9d3ec4866c942f531063e721f8a77a39e03cfb4877ff8e408e5c181	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0089.meta
0090	2026-07-23T10:55:37Z	2026-07-23T10:55:37Z	0	data/external/original-workspace/revgate-task-b-grade-histology	wc -c experiments/taskB_grade_histology/phase2_execution_cycle6/UPSTREAM_RECONCILIATION.stderr	c3fff94586c528295bb6e88dea569d0148cbe8dbaa0932ad641801531e81f07b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0090.meta
0091	2026-07-23T10:55:47Z	2026-07-23T10:55:47Z	0	data/external/original-workspace/revgate-task-b-grade-histology	sed -n 1\,120p experiments/taskB_grade_histology/phase2_execution_cycle6/run1/COHORT_COUNTS.tsv	da6e90bf2f8b34f0df2816844d0fc44a377bed97ca8b77e67516ed7d13417e10	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0091.meta
0092	2026-07-23T10:55:52Z	2026-07-23T10:55:52Z	0	data/external/original-workspace/revgate-task-b-grade-histology	sed -n 1\,120p experiments/taskB_grade_histology/phase2_execution_cycle6/run1/MISSINGNESS.tsv experiments/taskB_grade_histology/phase2_execution_cycle6/run1/CLINICAL_DISTRIBUTIONS.tsv	f4a037b5a2d19ad2bb5f867f0946238a787a3e68c0fd6915b7192d386bcd760c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0092.meta
0093	2026-07-23T10:55:57Z	2026-07-23T10:55:57Z	0	data/external/original-workspace/revgate-task-b-grade-histology	"awk -F \\t NR==1\ \|\|\ \$4==\""GATA2\""\ \|\|\ \$4==\""SOX9\"" experiments/taskB_grade_histology/phase2_execution_cycle6/run1/MATCHED_DECOMPOSITIONS.tsv"	c5d8f2722c2d1befe276fa537f7db63e56d3fd67d37ec6eca05cc36e6718ffc9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0093.meta
0094	2026-07-23T10:56:03Z	2026-07-23T10:56:03Z	0	data/external/original-workspace/revgate-task-b-grade-histology	sed -n 1\,8p experiments/taskB_grade_histology/phase2_execution_cycle6/run1/MODEL_DIAGNOSTICS.tsv	0dcbdebb1c84dd991be52583edb6b497aa603a14ac1fd7d602a09482c2771c7f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0094.meta
0095	2026-07-23T10:56:11Z	2026-07-23T10:56:11Z	0	data/external/original-workspace/revgate-task-b-grade-histology	"awk -F \\t NR\>1\ \{status\[\$20\]++\;\ if\(\$6+0\>mc\)mc=\$6+0\;\ if\(\$7+0\>mv\)mv=\$7+0\;\ if\(\$8+0\>mg\)mg=\$8+0\;\ if\(\$9+0\>mh\)mh=\$9+0\;\ if\(\$16+0\>md\)md=\$16+0\}\ END\ \{for\(k\ in\ status\)\ print\ \""status\""\,k\,status\[k\]\;\ print\ \""max_condition\""\,mc\;\ print\ \""max_vif\""\,mv\;\ print\ \""max_gvif_adjusted\""\,mg\;\ print\ \""max_hat\""\,mh\;\ print\ \""max_single_case_abs_d_change\""\,md\} experiments/taskB_grade_histology/phase2_execution_cycle6/run1/MODEL_DIAGNOSTICS.tsv"	e900c89062ccdaadf80aebbe37c79bef3cf3985ed629d5bf58faa95e68917750	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0095.meta
0096	2026-07-23T10:56:24Z	2026-07-23T10:56:24Z	0	data/external/original-workspace/revgate-task-b-grade-histology	"awk -F \\t NR==1\ \|\|\ \$3==\""full_base\"" experiments/taskB_grade_histology/phase2_execution_cycle6/run1/MODEL_RESULTS.tsv"	f874a83f77d8514d3c75ab453b4f28c7ee50b37e85b4f64e691b8c92e9f0c681	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0096.meta
0097	2026-07-23T10:56:32Z	2026-07-23T10:56:32Z	0	data/external/original-workspace/revgate-task-b-grade-histology	"awk -F \\t NR\>1\ \{taxonomy\[\$23\]++\;\ status\[\$24\]++\}\ END\ \{for\(k\ in\ taxonomy\)\ print\ \""taxonomy\""\,k\,taxonomy\[k\]\;\ for\(k\ in\ status\)\ print\ \""interpretability\""\,k\,status\[k\]\} experiments/taskB_grade_histology/phase2_execution_cycle6/run1/MATCHED_DECOMPOSITIONS.tsv"	9c505200645de516695a38ea78bec1b695302915ab7673bc9b37f9a24a181372	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0097.meta
0098	2026-07-23T10:56:40Z	2026-07-23T10:56:40Z	0	data/external/original-workspace/revgate-task-b-grade-histology	"awk -F \\t NR\>1\ \{taxonomy\[\$24\]++\;\ status\[\$25\]++\}\ END\ \{for\(k\ in\ taxonomy\)\ print\ \""taxonomy\""\,k\,taxonomy\[k\]\;\ for\(k\ in\ status\)\ print\ \""interpretability\""\,k\,status\[k\]\} experiments/taskB_grade_histology/phase2_execution_cycle6/run1/MATCHED_DECOMPOSITIONS.tsv"	4cae0a1b78a61fbb2c8e019506446ddeb93170559e4547d034751c466412a9af	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0098.meta
0099	2026-07-23T10:56:58Z	2026-07-23T10:56:58Z	1	data/external/original-workspace/revgate-task-b-grade-histology	rg -n -i phase2_execution_cycle\[1-5\]\|phase2_critic\|task030\|task-030\|task\[_-\]a\|revgate-tcga-no-purity-verify\|\[/\]manuscript\[/\]\|\\.docx\|\\.pdf\|\[/\]\[\^/\]\*figure\[\^/\]\* experiments/taskB_grade_histology/phase2_execution_cycle6/POSTSEAL_RUN1_OPEN_TRACE.log experiments/taskB_grade_histology/phase2_execution_cycle6/POSTSEAL_RUN2_OPEN_TRACE.log	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0099.meta
0100	2026-07-23T10:57:03Z	2026-07-23T10:57:03Z	0	data/external/original-workspace/revgate-task-b-grade-histology	rg -n \\b\(connect\|sendto\|recvfrom\|socket\)\\\( experiments/taskB_grade_histology/phase2_execution_cycle6/POSTSEAL_RUN1_OPEN_TRACE.log experiments/taskB_grade_histology/phase2_execution_cycle6/POSTSEAL_RUN2_OPEN_TRACE.log	32055e00cdc85b52216abb0535ec09bcad1f6fbb5765e4e5e28814b335540da8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0100.meta
0101	2026-07-23T11:01:44Z	2026-07-23T11:01:44Z	1	data/external/original-workspace/revgate-task-b-grade-histology	/usr/bin/python3 experiments/taskB_grade_histology/phase2_execution_cycle6/finalize_cycle6.py	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	38a4c41ec7033230417e7750b220716161d20d460479ddc6914d455be4c28de0	audit/commands/0101.meta
0102	2026-07-23T11:01:54Z	2026-07-23T11:01:54Z	0	data/external/original-workspace/revgate-task-b-grade-histology	chmod 0644 experiments/taskB_grade_histology/phase2_execution_cycle6/finalize_cycle6.py	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	audit/commands/0102.meta
